production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
225000000.0,417341288.0,2008.0,2.35,150.0,22697.0,225000000.0,6.6,55034805.0,3929.0
220000000.0,757890267.0,2012.0,2.35,153.0,28489.0,230000000.0,7.0,62004688.0,4318.0
215000000.0,1670328025.0,2015.0,2.0,124.0,8458.0,150000000.0,7.0,208806270.0,4274.0
210000000.0,836519699.0,2009.0,2.35,150.0,3218.0,200000000.0,6.0,108966307.0,4234.0
210000000.0,1104039076.0,2014.0,2.35,165.0,3988.0,210000000.0,5.7,100038390.0,4233.0
210000000.0,322241588.0,2010.0,2.35,156.0,3244.0,200000000.0,6.7,36063385.0,3503.0
209000000.0,305218228.0,2012.0,2.35,131.0,26679.0,209000000.0,5.9,25534825.0,3690.0
200000000.0,2207615668.0,1997.0,2.35,194.0,45223.0,200000000.0,7.7,28638131.0,2674.0
200000000.0,1069818229.0,2010.0,1.85,103.0,19085.0,200000000.0,8.3,110307189.0,4028.0
200000000.0,1215392272.0,2013.0,2.35,195.0,30426.0,200000000.0,7.2,174144585.0,4253.0
200000000.0,783705001.0,2004.0,2.35,135.0,43388.0,200000000.0,7.3,115817364.0,4152.0
200000000.0,1110526981.0,2012.0,2.35,143.0,2039.0,200000000.0,7.8,88364714.0,3505.0
200000000.0,1110526981.0,2012.0,2.35,143.0,2039.0,200000000.0,7.8,88364714.0,3505.0
200000000.0,743588329.0,2013.0,1.85,104.0,14863.0,200000000.0,7.3,82429469.0,4004.0
200000000.0,490359051.0,2013.0,2.35,130.0,73441.0,215000000.0,6.4,79110453.0,3912.0
200000000.0,490359051.0,2013.0,2.35,130.0,73441.0,215000000.0,6.4,79110453.0,3912.0
200000000.0,747862775.0,2014.0,2.35,149.0,91434.0,200000000.0,8.0,90823660.0,3996.0
200000000.0,708996336.0,2014.0,2.35,142.0,28631.0,200000000.0,6.7,91608337.0,4324.0
200000000.0,560155383.0,2011.0,2.35,106.0,4482.0,200000000.0,6.3,66135507.0,4115.0
200000000.0,397562763.0,2010.0,2.35,125.0,25550.0,170000000.0,6.8,44026211.0,3451.0
200000000.0,397562763.0,2010.0,2.35,125.0,25549.0,170000000.0,6.8,44026211.0,3451.0
200000000.0,788408539.0,2009.0,2.35,158.0,2144.0,200000000.0,5.8,65237614.0,3404.0
200000000.0,365491792.0,2009.0,2.35,118.0,27468.0,200000000.0,6.6,42558390.0,3530.0
200000000.0,231201172.0,2011.0,2.35,123.0,17657.0,200000000.0,5.6,53174303.0,3816.0
200000000.0,314594597.0,2010.0,2.35,116.0,16149.0,200000000.0,6.6,37813075.0,3646.0
195000000.0,1123790543.0,2011.0,2.35,154.0,2593.0,195000000.0,6.3,97400000.0,4013.0
195000000.0,197687603.0,2013.0,2.35,114.0,1766.0,195000000.0,6.3,27202226.0,3525.0
190000000.0,1514019071.0,2015.0,2.35,140.0,79150.0,190000000.0,7.2,147187040.0,4004.0
190000000.0,467381584.0,2013.0,2.35,132.0,21411.0,190000000.0,7.8,70165559.0,3868.0
190000000.0,531514650.0,2013.0,2.35,123.0,32392.0,190000000.0,7.0,66411834.0,3607.0
190000000.0,315709697.0,2009.0,2.35,96.0,48878.0,200000000.0,6.8,30051075.0,3683.0
190000000.0,411002906.0,2013.0,1.85,131.0,19166.0,190000000.0,7.0,37285325.0,3275.0
187500000.0,334354269.0,2015.0,2.35,93.0,696.0,53296153.115867846,6.8,39155217.0,3749.0
186000000.0,582443126.0,2008.0,2.35,126.0,39252.0,140000000.0,7.9,98618668.0,4105.0
185000000.0,1002891358.0,2008.0,2.35,152.0,57802.0,185000000.0,9.0,158411483.0,4366.0
185000000.0,786558145.0,2008.0,2.35,122.0,14959.0,185000000.0,6.2,126917373.0,4260.0
185000000.0,554606532.0,2012.0,2.35,93.0,5005.0,185000000.0,7.2,66323594.0,4164.0
185000000.0,196968626.0,2016.0,2.35,122.0,1327.0,185000000.0,7.5,59253211.0,3928.0
180000000.0,532590994.0,2008.0,2.35,98.0,2975.0,180000000.0,8.4,63087526.0,3992.0
180000000.0,180047784.0,2011.0,1.85,126.0,36017.0,170000000.0,7.5,11364505.0,1277.0
179000000.0,181982519.0,2015.0,2.35,127.0,47334.0,176000000.0,5.4,18372372.0,3181.0
178000000.0,530842489.0,2016.0,2.35,144.0,49684.0,178000000.0,7.3,65000000.0,4150.0
178000000.0,364406256.0,2014.0,2.35,113.0,12652.0,178000000.0,7.9,28760246.0,3490.0
175000000.0,853923085.0,2015.0,1.85,95.0,2944.0,175000000.0,8.3,90440272.0,3946.0
175000000.0,731542621.0,2009.0,1.85,96.0,2635.0,175000000.0,8.3,68108790.0,3.0
175000000.0,381687380.0,2009.0,2.35,94.0,2579.0,175000000.0,6.5,59321095.0,4104.0
175000000.0,302469017.0,2009.0,2.35,118.0,26683.0,175000000.0,5.8,54713046.0,4007.0
175000000.0,221229335.0,1999.0,1.85,106.0,15870.0,170000000.0,4.8,49705055.0,3342.0
175000000.0,405760225.0,2008.0,2.35,112.0,9131.0,145000000.0,5.2,40457770.0,3760.0
175000000.0,174131329.0,2007.0,2.35,96.0,108016.0,175000000.0,5.4,31192615.0,3604.0
175000000.0,151659062.0,2013.0,2.35,128.0,20965.0,175000000.0,6.3,9869000.0,2689.0
170000000.0,771172112.0,2014.0,2.35,121.0,32438.0,170000000.0,8.1,94320883.0,4080.0
170000000.0,623561331.0,2010.0,2.35,124.0,48638.0,200000000.0,7.0,128122480.0,4380.0
170000000.0,714401889.0,2014.0,2.35,136.0,36188.0,170000000.0,7.8,95023721.0,3938.0
170000000.0,703545589.0,2014.0,1.85,130.0,14363.0,170000000.0,7.6,72611427.0,3967.0
170000000.0,319090241.0,2004.0,2.35,100.0,16264.0,165000000.0,6.6,40428.0,11.0
170000000.0,401016924.0,2012.0,2.35,132.0,72881.0,170000000.0,6.1,56217700.0,3773.0
170000000.0,433058296.0,2003.0,2.35,109.0,1769.0,200000000.0,6.4,44041440.0,3504.0
170000000.0,277279693.0,2016.0,1.85,113.0,80806.0,170000000.0,6.4,28112000.0,3763.0
165000000.0,756244673.0,2010.0,2.35,93.0,4628.0,165000000.0,6.4,70838207.0,4359.0
165000000.0,652127828.0,2014.0,2.39,102.0,2963.0,165000000.0,7.9,56215889.0,3761.0
165000000.0,494870991.0,2010.0,2.35,98.0,20453.0,165000000.0,8.2,43732319.0,4055.0
165000000.0,496511521.0,2012.0,2.35,101.0,4451.0,165000000.0,7.8,49038712.0,3752.0
165000000.0,665417894.0,2014.0,2.35,169.0,31488.0,165000000.0,8.6,47510360.0,3561.0
165000000.0,379262220.0,2016.0,2.35,120.0,3233.0,165000000.0,5.5,41039944.0,4068.0
160000000.0,807330936.0,2007.0,1.85,93.0,4705.0,160000000.0,6.1,121629270.0,4122.0
160000000.0,650523427.0,2015.0,2.35,137.0,81385.0,160000000.0,6.6,102665981.0,4175.0
160000000.0,355408305.0,2011.0,2.35,132.0,50983.0,160000000.0,7.8,55101604.0,3641.0
160000000.0,329809326.0,2008.0,2.35,166.0,13333.0,150000000.0,7.8,26853816.0,2988.0
160000000.0,217986320.0,2010.0,2.35,109.0,13388.0,150000000.0,6.1,17619622.0,3504.0
160000000.0,181674817.0,2006.0,2.35,98.0,92456.0,160000000.0,5.6,22155410.0,3555.0
160000000.0,433125655.0,2016.0,2.35,123.0,5505.0,160000000.0,7.3,24166110.0,3400.0
155000000.0,418186950.0,2010.0,1.78,113.0,764.0,155000000.0,6.3,24005069.0,3555.0
155000000.0,440160956.0,2015.0,2.35,126.0,38873.0,155000000.0,6.6,27018486.0,3758.0
155000000.0,167297191.0,2004.0,2.35,206.0,24598.0,155000000.0,5.5,13687087.0,2445.0
151500000.0,449239855.0,2001.0,2.35,184.0,5401.0,140000000.0,6.1,75177654.0,3214.0
150000000.0,1274234980.0,2013.0,2.24,102.0,2582.0,150000000.0,7.6,67391326.0,3742.0
150000000.0,942943935.0,2007.0,2.35,138.0,33433.0,150000000.0,7.5,77108414.0,4.0
150000000.0,896911078.0,2005.0,2.35,157.0,53413.0,150000000.0,7.6,102335066.0,3858.0
150000000.0,738576929.0,2003.0,2.35,138.0,534.0,150000000.0,7.2,91774413.0,3603.0
150000000.0,585532684.0,2007.0,2.35,104.0,13076.0,150000000.0,7.2,77211321.0,3606.0
150000000.0,624234272.0,2008.0,2.35,102.0,21584.0,150000000.0,6.4,62603879.0,3965.0
150000000.0,626549695.0,2007.0,2.35,111.0,4764.0,150000000.0,8.0,47027395.0,3940.0
150000000.0,644600394.0,2013.0,2.35,112.0,59803.0,170000000.0,7.1,85737841.0,3841.0
150000000.0,359142722.0,2005.0,2.35,128.0,59558.0,150000000.0,8.3,48745440.0,3858.0
150000000.0,700868363.0,2015.0,2.35,131.0,21840.0,150000000.0,7.4,55520089.0,3956.0
150000000.0,449326618.0,2011.0,2.35,115.0,60059.0,150000000.0,7.0,65723338.0,3955.0
150000000.0,599516844.0,2008.0,1.85,89.0,3285.0,150000000.0,6.7,63106589.0,4056.0
150000000.0,374825760.0,2009.0,2.35,119.0,40054.0,150000000.0,6.7,85058003.0,4099.0
150000000.0,402231063.0,2009.0,2.35,105.0,54039.0,150000000.0,5.9,70052004.0,4096.0
150000000.0,664837547.0,2011.0,2.35,90.0,21015.0,150000000.0,7.3,47835000.0,3925.0
150000000.0,373136354.0,2015.0,2.35,120.0,40025.0,150000000.0,8.1,45428128.0,3702.0
150000000.0,427289109.0,2003.0,2.35,129.0,1062.0,150000000.0,6.7,48475154.0,3502.0
150000000.0,397501348.0,2006.0,2.35,124.0,34817.0,150000000.0,6.9,47743273.0,4054.0
150000000.0,490875846.0,2009.0,2.35,146.0,16948.0,150000000.0,6.7,46204168.0,3527.0
150000000.0,319713881.0,2010.0,2.35,103.0,2857.0,150000000.0,4.2,51804232.0,3169.0
150000000.0,287594577.0,2007.0,1.85,91.0,6576.0,150000000.0,6.2,38021044.0,3928.0
150000000.0,292817841.0,2009.0,2.35,88.0,2217.0,150000000.0,5.1,31706934.0,3697.0
150000000.0,194995215.0,2007.0,2.35,115.0,31523.0,150000000.0,6.3,27515871.0,3153.0
150000000.0,238202668.0,2012.0,1.85,113.0,80849.0,100000000.0,6.2,29685274.0,3755.0
150000000.0,205440387.0,2013.0,2.35,131.0,18204.0,150000000.0,6.4,24852258.0,3222.0
150000000.0,142634358.0,2010.0,1.85,119.0,13071.0,150000000.0,5.8,35555065.0,3222.0
150000000.0,39549758.0,2011.0,2.35,88.0,2652.0,150000000.0,5.4,6914488.0,3117.0
149000000.0,179357126.0,2006.0,1.85,85.0,35161.0,149000000.0,6.7,18814323.0,3707.0
145000000.0,746921271.0,2012.0,1.85,93.0,2444.0,145000000.0,6.9,60316738.0,4258.0
145000000.0,694713230.0,2011.0,2.35,133.0,21768.0,145000000.0,7.4,29556629.0,3448.0
145000000.0,616102924.0,2014.0,2.35,102.0,23378.0,145000000.0,7.9,49451322.0,4253.0
145000000.0,269806430.0,2014.0,1.85,92.0,5810.0,145000000.0,6.9,32207057.0,3934.0
145000000.0,306900902.0,2012.0,1.85,97.0,20645.0,145000000.0,7.3,23773465.0,3653.0
145000000.0,121671925.0,2005.0,2.35,124.0,13073.0,130000000.0,6.0,18068372.0,3154.0
142000000.0,431942139.0,2002.0,2.35,133.0,2538.0,142000000.0,6.1,47072040.0,3314.0
140000000.0,385680446.0,2009.0,2.35,127.0,39284.0,150000000.0,8.0,75204289.0,3849.0
140000000.0,554600000.0,1998.0,2.35,153.0,26029.0,140000000.0,6.6,36089972.0,3127.0
140000000.0,370569776.0,2011.0,2.35,124.0,19761.0,140000000.0,6.9,65058524.0,3715.0
140000000.0,518628619.0,2016.0,2.35,95.0,36095.0,145000000.0,7.2,41282042.0,3955.0
140000000.0,375740705.0,2013.0,2.35,122.0,31958.0,130000000.0,5.8,40501814.0,3719.0
140000000.0,456810575.0,2003.0,2.35,154.0,11945.0,140000000.0,7.7,24271354.0,2908.0
140000000.0,203018919.0,2005.0,2.35,90.0,1997.0,100000000.0,6.1,21530160.0,3056.0
140000000.0,268314513.0,2014.0,2.35,150.0,26490.0,140000000.0,6.1,24115934.0,3503.0
140000000.0,268314513.0,2014.0,2.35,150.0,26489.0,140000000.0,6.1,24115934.0,3503.0
140000000.0,118515678.0,2016.0,2.35,117.0,1950.0,140000000.0,6.8,19584969.0,3357.0
140000000.0,133553464.0,2016.0,2.35,126.0,19769.0,140000000.0,5.5,14123903.0,3117.0
139000000.0,821706375.0,2002.0,1.85,121.0,40484.0,139000000.0,7.3,114844116.0,3615.0
138000000.0,184068357.0,2009.0,2.35,215.0,2530.0,130000000.0,7.7,55214334.0,3611.0
138000000.0,76416746.0,2005.0,2.35,121.0,2705.0,135000000.0,5.0,13251545.0,3495.0
137500000.0,263417913.0,2008.0,2.35,135.0,5811.0,150000000.0,6.8,55414050.0,3505.0
137000000.0,245229234.0,2003.0,1.85,138.0,1814.0,137000000.0,5.7,62128420.0,3660.0
137000000.0,85131830.0,2001.0,1.85,106.0,15015.0,137000000.0,6.4,11408853.0,2649.0
135000000.0,573068425.0,2013.0,2.35,98.0,43286.0,135000000.0,7.3,43639736.0,4046.0
135000000.0,532037894.0,2015.0,2.35,156.0,57108.0,135000000.0,8.1,38000000.0,3375.0
135000000.0,361730660.0,1999.0,2.35,128.0,2037.0,135000000.0,6.4,35519007.0,3163.0
135000000.0,245504574.0,2011.0,2.35,107.0,43291.0,135000000.0,7.2,38079323.0,3917.0
135000000.0,212912137.0,2003.0,2.35,138.0,1205.0,150000000.0,7.4,25105990.0,3101.0
135000000.0,286896578.0,2013.0,2.35,96.0,17416.0,135000000.0,6.5,21312625.0,3806.0
135000000.0,237177349.0,2016.0,2.35,112.0,8306.0,135000000.0,6.3,165685.0,33.0
135000000.0,157956466.0,2011.0,2.35,100.0,62644.0,135000000.0,5.9,21237068.0,3606.0
132000000.0,606836535.0,2005.0,1.85,116.0,12758.0,132000000.0,6.5,77061953.0,3908.0
132000000.0,367650911.0,2014.0,1.85,92.0,19963.0,132000000.0,6.7,25447444.0,3764.0
130000000.0,864868047.0,2013.0,2.35,146.0,49355.0,130000000.0,7.6,161125000.0,4163.0
130000000.0,796688549.0,2004.0,2.35,142.0,33284.0,130000000.0,7.8,93687367.0,3855.0
130000000.0,442161562.0,2007.0,2.35,115.0,17369.0,110000000.0,8.1,69283690.0,3660.0
130000000.0,631910531.0,2008.0,2.35,92.0,12754.0,130000000.0,7.6,60239130.0,4114.0
130000000.0,518602163.0,2015.0,1.85,117.0,5730.0,130000000.0,7.4,57225526.0,3856.0
130000000.0,554987477.0,2011.0,2.35,90.0,5046.0,130000000.0,6.7,34077439.0,3952.0
130000000.0,321887208.0,2010.0,2.35,95.0,46120.0,130000000.0,7.3,46016833.0,3944.0
130000000.0,273271982.0,2003.0,2.35,147.0,12954.0,130000000.0,6.6,46522560.0,3186.0
130000000.0,493738435.0,2014.0,2.35,101.0,1031.0,103000000.0,6.4,39327869.0,3948.0
130000000.0,290650494.0,2010.0,2.35,101.0,12406.0,110000000.0,6.4,36011243.0,3612.0
130000000.0,251499665.0,2013.0,2.35,100.0,14168.0,130000000.0,4.9,27520040.0,3401.0
130000000.0,215080810.0,2008.0,2.35,165.0,921.0,130000000.0,6.6,14800723.0,2642.0
130000000.0,79072464.0,2013.0,2.35,96.0,31549.0,130000000.0,5.6,12691415.0,2852.0
127500000.0,356148063.0,2000.0,1.85,82.0,2945.0,127500000.0,6.5,38854851.0,3257.0
127000000.0,356546621.0,2014.0,1.85,98.0,53587.0,127000000.0,6.2,17100520.0,3785.0
125000000.0,766652288.0,2014.0,2.35,123.0,81385.0,125000000.0,6.7,121897634.0,4151.0
125000000.0,974755371.0,2001.0,2.35,159.0,13191.0,125000000.0,7.5,90294621.0,3672.0
125000000.0,634954103.0,2003.0,2.35,143.0,48184.0,140000000.0,8.1,46630690.0,3269.0
125000000.0,767820459.0,2006.0,2.35,174.0,16008.0,125000000.0,6.6,77073388.0,3735.0
125000000.0,629969804.0,2011.0,2.35,132.0,55345.0,125000000.0,7.3,86198765.0,3644.0
125000000.0,535663443.0,2011.0,2.35,129.0,22403.0,125000000.0,7.5,39637079.0,3703.0
125000000.0,556319450.0,2004.0,2.35,124.0,20553.0,125000000.0,6.4,85807341.0,3425.0
125000000.0,399005706.0,2012.0,2.35,124.0,24098.0,130000000.0,7.0,51050101.0,3396.0
125000000.0,280355920.0,2012.0,2.35,135.0,12175.0,125000000.0,6.7,38142825.0,3745.0
125000000.0,238317814.0,1997.0,1.85,125.0,2699.0,125000000.0,3.7,42872606.0,2934.0
125000000.0,61698899.0,1999.0,2.35,102.0,1815.0,85000000.0,6.6,10267756.0,2306.0
123000000.0,345141403.0,2000.0,1.85,110.0,4146.0,123000000.0,6.0,55082330.0,3127.0
120000000.0,328711434.0,2000.0,2.35,130.0,2684.0,140000000.0,6.4,41325042.0,3407.0
120000000.0,288215319.0,2007.0,2.35,92.0,15302.0,130000000.0,5.6,58051684.0,3959.0
120000000.0,607987022.0,2012.0,1.85,127.0,2121.0,120000000.0,8.0,22451514.0,2927.0
120000000.0,229545589.0,2007.0,2.35,123.0,14017.0,110000000.0,5.2,52022908.0,3619.0
120000000.0,200421835.0,2016.0,2.35,123.0,13752.0,120000000.0,7.1,60000000.0,4026.0
120000000.0,227200000.0,2003.0,2.35,107.0,4046.0,120000000.0,4.8,37634221.0,3459.0
120000000.0,286192091.0,2013.0,2.35,109.0,17689.0,115000000.0,6.6,29807393.0,3284.0
120000000.0,287916633.0,2013.0,2.35,124.0,22004.0,120000000.0,7.0,37054485.0,3783.0
120000000.0,166000000.0,2002.0,1.85,77.0,2682.0,120000000.0,5.4,15115152.0,3255.0
120000000.0,107212751.0,2004.0,2.35,134.0,17159.0,105000000.0,6.7,24289165.0,2757.0
120000000.0,93394462.0,2008.0,2.35,135.0,902.0,120000000.0,6.1,18561337.0,3606.0
120000000.0,49628177.0,2010.0,1.85,121.0,993.0,120000000.0,5.3,7484696.0,2483.0
117000000.0,258751370.0,2010.0,2.35,117.0,12731.0,117000000.0,6.3,20139985.0,3098.0
115000000.0,1027044677.0,1999.0,2.35,136.0,37723.0,115000000.0,6.5,22469932.0,2655.0
115000000.0,848998877.0,2005.0,2.35,140.0,44042.0,113000000.0,7.6,108435841.0,3661.0
115000000.0,656695615.0,2002.0,1.78,142.0,42990.0,115000000.0,6.7,80027814.0,3161.0
115000000.0,559757719.0,2001.0,1.85,92.0,15013.0,115000000.0,8.1,5040000.0,2618.0
115000000.0,416456852.0,2013.0,2.35,138.0,23755.0,120000000.0,6.7,53113752.0,3924.0
115000000.0,178200000.0,1997.0,2.35,108.0,1569.0,116000000.0,5.8,18479435.0,2657.0
115000000.0,164602163.0,2016.0,2.35,120.0,46719.0,115000000.0,6.1,19445035.0,3791.0
115000000.0,77628265.0,2002.0,2.35,153.0,15046.0,115000000.0,6.0,14520412.0,2898.0
112000000.0,232017848.0,2010.0,2.35,85.0,1173.0,112000000.0,4.9,6307691.0,2546.0
110000000.0,716392705.0,2013.0,2.35,91.0,87.0,100000000.0,7.8,55785112.0,3575.0
110000000.0,486124090.0,2005.0,2.35,126.0,22722.0,120000000.0,6.5,50342878.0,3424.0
110000000.0,469590832.0,2015.0,2.35,114.0,16718.0,110000000.0,6.1,54588173.0,3777.0
110000000.0,563749323.0,2011.0,1.78,103.0,692.0,110000000.0,5.5,35611637.0,3395.0
110000000.0,382288147.0,2007.0,2.35,129.0,13961.0,110000000.0,7.2,33369559.0,3408.0
110000000.0,362989076.0,2004.0,2.35,125.0,19359.0,110000000.0,6.4,39153380.0,3290.0
110000000.0,339504276.0,1997.0,2.35,119.0,2958.0,110000000.0,6.5,25143007.0,2807.0
110000000.0,215300000.0,2000.0,2.35,142.0,19454.0,110000000.0,7.1,22413710.0,3061.0
110000000.0,330780051.0,2014.0,2.35,102.0,10583.0,110000000.0,6.2,45038460.0,3470.0
110000000.0,208370892.0,2004.0,2.35,170.0,34582.0,110000000.0,7.5,858021.0,40.0
110000000.0,229155503.0,2011.0,2.35,119.0,13391.0,120000000.0,5.8,33526876.0,3584.0
110000000.0,263880341.0,2011.0,2.35,127.0,22254.0,110000000.0,7.1,27319677.0,3440.0
110000000.0,348547523.0,2013.0,1.85,105.0,914.0,105000000.0,5.4,17548389.0,3866.0
110000000.0,152364370.0,2009.0,2.35,106.0,19906.0,100000000.0,6.4,23373102.0,3.0
110000000.0,89737191.0,2013.0,2.35,114.0,12908.0,110000000.0,6.7,27017351.0,3407.0
110000000.0,76482461.0,2004.0,1.78,76.0,13607.0,110000000.0,5.4,13880771.0,3047.0
110000000.0,150468000.0,1997.0,2.35,121.0,2027.0,160000000.0,3.7,16158942.0,2615.0
109000000.0,887217688.0,2001.0,2.35,171.0,22342.0,93000000.0,8.8,66114741.0,3359.0
109000000.0,133818283.0,2003.0,1.85,82.0,2762.0,109000000.0,3.8,38329160.0,3464.0
109000000.0,87683966.0,2001.0,2.35,165.0,14196.0,107000000.0,6.8,10216625.0,2446.0
108000000.0,640055863.0,2015.0,2.35,151.0,14831.0,108000000.0,8.1,54308575.0,3831.0
105000000.0,348629585.0,2004.0,2.35,115.0,12068.0,120000000.0,7.1,52179887.0,3420.0
105000000.0,298815224.0,1999.0,1.85,84.0,3382.0,133000000.0,5.9,15018223.0,2878.0
105000000.0,270997378.0,2009.0,1.85,97.0,2480.0,105000000.0,7.1,786190.0,2.0
105000000.0,10364769.0,2001.0,1.85,104.0,3133.0,90000000.0,4.4,3029858.0,2222.0
103300000.0,232643008.0,2000.0,2.35,127.0,29069.0,90000000.0,6.5,25336048.0,3006.0
103000000.0,457683805.0,2000.0,2.35,171.0,6521.0,103000000.0,8.5,34819017.0,2938.0
102500000.0,212282709.0,2009.0,2.35,140.0,64599.0,100000000.0,7.0,25271675.0,3334.0
102000000.0,358824714.0,2002.0,2.35,145.0,12546.0,102000000.0,7.7,35677125.0,3001.0
102000000.0,130673154.0,2012.0,2.35,172.0,22686.0,102000000.0,7.5,9612247.0,2008.0
100000000.0,878979634.0,2002.0,2.35,174.0,35672.0,100000000.0,7.4,88357488.0,3682.0
100000000.0,331323410.0,2004.0,2.35,131.0,13679.0,100000000.0,6.9,35142554.0,3017.0
100000000.0,449948323.0,2012.0,2.35,165.0,40978.0,100000000.0,8.5,30688000.0,3010.0
100000000.0,310650574.0,2010.0,1.85,98.0,24082.0,100000000.0,5.5,30833665.0,3536.0
100000000.0,267985456.0,2007.0,1.85,176.0,20354.0,100000000.0,7.8,43565135.0,3054.0
100000000.0,236827677.0,2009.0,2.35,90.0,1227.0,100000000.0,7.0,30304648.0,3119.0
100000000.0,170936470.0,2010.0,2.35,116.0,20233.0,100000000.0,6.7,35543162.0,3651.0
100000000.0,391976723.0,2013.0,2.35,240.0,46057.0,100000000.0,8.2,18361578.0,2557.0
100000000.0,262794441.0,2013.0,2.35,102.0,14552.0,100000000.0,6.7,33531068.0,3882.0
100000000.0,234400000.0,1996.0,2.35,115.0,3454.0,100000000.0,6.1,24566446.0,2410.0
100000000.0,169296573.0,2000.0,1.66,78.0,2039.0,100000000.0,7.3,9812302.0,2801.0
100000000.0,311979256.0,2012.0,2.35,103.0,57881.0,92000000.0,6.7,28591370.0,3316.0
100000000.0,99123656.0,2009.0,2.35,101.0,1738.0,100000000.0,6.8,32695407.0,3735.0
100000000.0,249488115.0,2006.0,2.35,104.0,4487.0,100000000.0,5.1,23239907.0,3020.0
100000000.0,212026975.0,1999.0,2.35,121.0,3903.0,83000000.0,5.7,20523595.0,2593.0
100000000.0,96221971.0,2004.0,1.85,93.0,13748.0,90000000.0,5.2,21406781.0,3057.0
100000000.0,145395745.0,2007.0,1.85,85.0,25590.0,100000000.0,6.8,17640249.0,3528.0
100000000.0,139716717.0,2010.0,2.35,101.0,4286.0,80000000.0,7.0,16112211.0,3575.0
100000000.0,121100000.0,1997.0,1.85,129.0,2031.0,105000000.0,7.2,22058773.0,2971.0
100000000.0,69548641.0,2009.0,1.85,102.0,10552.0,100000000.0,5.4,18837350.0,3521.0
100000000.0,82145379.0,2004.0,2.35,87.0,3144.0,100000000.0,3.3,16728411.0,3117.0
100000000.0,209461378.0,2014.0,2.35,131.0,52610.0,90000000.0,6.1,15879645.0,3221.0
100000000.0,91800000.0,2002.0,1.5,95.0,26940.0,140000000.0,7.1,12083248.0,3227.0
100000000.0,97523020.0,2010.0,2.35,115.0,13761.0,100000000.0,6.9,14309295.0,3003.0
100000000.0,103039258.0,2014.0,2.35,119.0,54031.0,100000000.0,6.3,10886386.0,3455.0
100000000.0,59918422.0,2005.0,1.85,94.0,1195.0,84000000.0,2.2,7511675.0,2966.0
100000000.0,13835130.0,1997.0,1.85,110.0,1722.0,10000000.0,7.3,124011.0,7.0
100000000.0,7094995.0,2002.0,1.85,95.0,6161.0,100000000.0,3.8,2182900.0,2320.0
99000000.0,244778411.0,2015.0,1.85,88.0,309.0,99000000.0,7.2,44213073.0,3897.0
98000000.0,435040395.0,2001.0,2.35,130.0,15972.0,98000000.0,6.3,68139035.0,3401.0
97000000.0,183124621.0,2002.0,2.35,216.0,47657.0,100000000.0,7.5,9496870.0,1504.0
95000000.0,879765137.0,2012.0,2.35,88.0,25354.0,95000000.0,6.6,46629259.0,3881.0
95000000.0,159691085.0,2001.0,2.35,152.0,4270.0,92000000.0,7.7,193021.0,4.0
95000000.0,223050874.0,2010.0,2.35,118.0,14024.0,95000000.0,5.9,38661634.0,3356.0
95000000.0,169511609.0,2010.0,2.35,98.0,25780.0,100000000.0,6.8,22688457.0,3207.0
